hhmass   obsLimit        exp95lo         exp68lo         expLimit        exp68hi         exp95hi
170	1.9896	0.8611	1.1454	1.5872	2.2046	2.9291	
180	1.1389	0.7760	1.0322	1.4303	1.9867	2.6396	
190	1.9769	0.8672	1.1535	1.5984	2.2202	2.9498	
200	1.9451	0.7446	0.9904	1.3724	1.9062	2.5327	
250	2.3221	0.6584	0.8757	1.2135	1.6855	2.2394	
300	0.9599	0.5341	0.7104	0.9843	1.3672	1.8166	
350	0.3901	0.4106	0.5461	0.7567	1.0511	1.3965	
400	0.7922	0.3916	0.5209	0.7217	1.0025	1.3320	
450	1.6717	0.4817	0.6407	0.8878	1.2332	1.6385	
500	3.0170	0.6143	0.8171	1.1322	1.5726	2.0895	
550	3.3723	0.9348	1.2435	1.7230	2.3933	3.1798	
600	4.5121	1.2392	1.6483	2.2840	3.1725	4.2151	
