#period 01/01/12 00:00:00 01/01/13 00:00:00
2012-03-31 , 0.0
2012-04-01 , 0.0
2012-04-04 , 37855.6162755
2012-04-05 , 5226134.59168
2012-04-06 , 2954803.63528
2012-04-07 , 14271619.1643
2012-04-08 , 73749815.5462
2012-04-09 , 55328048.6784
2012-04-10 , 61274094.5202
2012-04-11 , 39311090.4766
2012-04-12 , 61006380.5388
2012-04-13 , 46835274.1935
2012-04-14 , 177595654.434
2012-04-15 , 98540584.006
2012-04-16 , 548248.980164
2012-04-17 , 35765.9576892
2012-04-18 , 85920314.9779
2012-04-19 , 94762688.8318
2012-04-20 , 130109555.798
2012-05-01 , 1203864.37249
2012-05-02 , 37710877.9529
2012-05-03 , 53472070.094
2012-05-04 , 10584894.8442
2012-05-06 , 42880214.6331
2012-05-07 , 79667879.161
2012-05-08 , 56550474.9473
2012-05-10 , 59401966.4299
2012-05-11 , 34164457.4299
2012-05-12 , 123273457.634
2012-05-13 , 128676249.549
2012-05-14 , 157240285.78
2012-05-15 , 167700904.766
2012-05-16 , 18895886.5352
2012-05-17 , 101979214.66
2012-05-18 , 153783703.3
2012-05-19 , 197123244.394
2012-05-20 , 106055232.165
2012-05-21 , 110471162.799
2012-05-22 , 184003507.777
2012-05-23 , 121550771.591
2012-05-24 , 54667869.3463
2012-05-25 , 167966271.329
2012-05-26 , 137457519.14
2012-05-27 , 19002776.7913
2012-05-28 , 188902052.295
2012-05-29 , 79087509.9694
2012-05-30 , 101649618.647
2012-05-31 , 154241448.493
2012-06-01 , 159920822.964
2012-06-02 , 234393913.913
2012-06-03 , 22024372.7584
2012-06-04 , 87533418.7416
2012-06-05 , 198903550.756
2012-06-06 , 100438212.38
2012-06-07 , 206972346.419
2012-06-08 , 137608909.964
2012-06-09 , 179535971.396
2012-06-10 , 223950083.308
2012-06-11 , 83689593.458
2012-06-12 , 187759191.009
2012-06-13 , 246377384.889
2012-06-14 , 110791420.306
2012-06-15 , 249120827.218
2012-06-16 , 251961333.365
2012-06-17 , 194926766.365
2012-06-18 , 51574410.6994
2012-06-30 , 23531.2804495
2012-07-01 , 682927.628107
2012-07-02 , 45514250.4616
2012-07-03 , 45970218.7054
2012-07-04 , 168498244.058
2012-07-05 , 115021142.801
2012-07-06 , 7949128.99965
2012-07-07 , 124957554.227
2012-07-08 , 55621783.659
2012-07-09 , 24533.5672253
2012-07-10 , 49039.9403189
2012-07-12 , 38643.8078808
2012-07-13 , 29099730.9523
2012-07-14 , 232017595.317
2012-07-15 , 140161793.078
2012-07-16 , 100107746.575
2012-07-17 , 5242.46758773
2012-07-18 , 22658.1014243
2012-07-19 , 121369.75202
2012-07-20 , 181710077.51
2012-07-21 , 47464084.6862
2012-07-22 , 271105179.079
2012-07-23 , 134095121.139
2012-07-24 , 207649014.61
2012-07-25 , 59379000.9985
2012-07-26 , 130170448.079
2012-07-27 , 173489324.688
2012-07-28 , 226398848.934
2012-07-29 , 151021508.78
2012-07-30 , 189413823.281
2012-07-31 , 155587197.681
2012-08-01 , 179023892.25
2012-08-02 , 111606135.259
2012-08-03 , 154602017.24
2012-08-04 , 185400916.633
2012-08-06 , 66587661.386
2012-08-07 , 50538448.1984
2012-08-08 , 234384020.149
2012-08-09 , 156030629.272
2012-08-10 , 84326315.334
2012-08-12 , 43975201.5707
2012-08-13 , 110781974.458
2012-08-15 , 106053672.67
2012-08-16 , 116514948.593
2012-08-17 , 198493616.974
2012-08-18 , 250043288.92
2012-08-19 , 35564320.582
2012-08-20 , 119781886.948
2012-08-21 , 163550193.119
2012-08-22 , 174079346.073
2012-08-23 , 150539943.347
2012-08-24 , 219405648.023
2012-08-25 , 183802851.426
2012-08-26 , 178100829.376
