  0.00 0.0
  0.25 0.2492372973512631 
  0.50 0.5172006300653966 
  0.75 0.7862371293924688 
  1.00 1.0400925916534958 
  1.25 1.2584692723324524 
  1.50 1.4466379053934146 
  1.75 1.606565868708482 
  2.00 1.739316440255204 
  2.25 1.8478151455527656 
  2.50 1.9353120562241712 
  2.75 2.00526570080615 
  3.00 2.060605937031972 
  3.25 2.103733663183542 
  3.50 2.1363627596283683 
  3.75 2.159602888301421 
  4.00 2.174253748243228 
  4.25 2.1809674407452393 
  4.50 2.1802769190654185 
  4.75 2.1729238727487896 
  5.00 2.16000025096242 
  5.25 2.142770280110406 
  5.50 2.12251861112253 
  5.75 2.1004332910981662 
  6.00 2.077453081367547 
  6.25 2.0541524414858303 
  6.50 2.030715823249302 
  6.75 2.0069983837687495 
  7.00 1.9826364290252785 
  7.25 1.957215671074297 
  7.50 1.930443598973566 
  7.75 1.902250176511585 
  8.00 1.8728259785210375 
  8.25 1.8426113258775736 
  8.50 1.8122152981048638 
  8.75 1.7822756341543564 
  9.00 1.753312196204273 
  9.25 1.7256278267842982 
  9.50 1.6992572722838024 
  9.75 1.6739699182207488 
  10.00 1.6493490742577175 
  10.25 1.6249050854151506 
  10.50 1.600194179027054 
  10.75 1.5749393811045618 
  11.00 1.5491068670585493 
  11.25 1.5229032858157319 
  11.50 1.4967161772103388 
  11.75 1.4710244954959644 
  12.00 1.446281034091259 
  12.25 1.4227993612593635 
  12.50 1.4006835539523652 
  12.75 1.3798042748216757 
  13.00 1.3598350105299817 
  13.25 1.3403368730652094 
  13.50 1.3208617993504128 
  13.75 1.3010644533693398 
  14.00 1.2807906619235891 
  14.25 1.2601037231009284 
  14.50 1.2392590674691126 
  14.75 1.2186434198270442 
  15.00 1.1986751037445234 
  15.25 1.179697806462407 
  15.50 1.1619022246882895 
  15.75 1.1452765530509341 
  16.00 1.129603088776176 
  16.25 1.1145187985022422 
  16.50 1.0996163797828573 
  16.75 1.084533011959889 
  17.00 1.0690233845071169 
  17.25 1.0530298380937873 
  17.50 1.0366990999606687 
  17.75 1.0203314835098765 
  18.00 1.0043027974804755 
  18.25 0.9889733851244384 
  18.50 0.9745977750572425 
  18.75 0.961262184537376 
  19.00 0.9488650650464608 
  19.25 0.9371419891772421 
  19.50 0.9257304489761811 
  19.75 0.9142586775326018 
  20.00 0.902435163289503 
  20.25 0.8901171376798811 
  20.50 0.8773421379410681 
  20.75 0.8643153490128275 
  21.00 0.8513558352868816 
  21.25 0.8388159374920676 
  21.50 0.826994456770419 
  21.75 0.8160625592304467 
  22.00 0.8060205858781745 
  22.25 0.7967000359202224 
