HO001	1	1	0	12
HO001	1	1	1	16
HO001	1	1	2	14
HO001	1	1	3	12
HO001	1	1	4	14
HO001	1	1	5	10
HO001	1	2	0	4
HO001	1	2	1	0
HO001	1	2	2	2
HO001	1	2	3	17
HO001	1	2	4	13
HO001	1	2	5	13
HO001	1	3	0	11
HO001	1	3	1	9
HO001	1	3	2	7
HO001	1	3	3	5
HO001	1	3	4	7
HO001	1	3	5	9
HO001	2	1	0	14
HO001	2	1	1	18
HO001	2	1	2	16
HO001	2	1	3	15
HO001	2	1	4	17
HO001	2	1	5	13
HO001	2	2	0	6
HO001	2	2	1	0
HO001	2	2	2	5
HO001	2	2	3	19
HO001	2	2	4	13
HO001	2	2	5	16
HO001	2	3	0	13
HO001	2	3	1	11
HO001	2	3	2	9
HO001	2	3	3	8
HO001	2	3	4	10
HO001	2	3	5	12
HO001	3	1	0	18
HO001	3	1	1	24
HO001	3	1	2	20
HO001	3	1	3	20
HO001	3	1	4	20
HO001	3	1	5	16
HO001	3	2	0	10
HO001	3	2	1	0
HO001	3	2	2	8
HO001	3	2	3	23
HO001	3	2	4	13
HO001	3	2	5	21
HO001	3	3	0	15
HO001	3	3	1	13
HO001	3	3	2	13
HO001	3	3	3	11
HO001	3	3	4	13
HO001	3	3	5	15
HO002	2	1	0	17
HO002	2	1	1	21
HO002	2	1	2	19
HO002	2	1	3	20
HO002	2	1	4	22
HO002	2	1	5	18
HO002	2	2	0	9
HO002	2	2	1	1
HO002	2	2	2	10
HO002	2	2	3	22
HO002	2	2	4	14
HO002	2	2	5	23
HO002	2	3	0	15
HO002	2	3	1	13
HO002	2	3	2	11
HO002	2	3	3	12
HO002	2	3	4	14
HO002	2	3	5	16
HO002	3	1	0	14
HO002	3	1	1	18
HO002	3	1	2	16
HO002	3	1	3	17
HO002	3	1	4	19
HO002	3	1	5	15
HO002	3	2	0	6
HO002	3	2	1	1
HO002	3	2	2	7
HO002	3	2	3	19
HO002	3	2	4	14
HO002	3	2	5	20
HO002	3	3	0	12
HO002	3	3	1	10
HO002	3	3	2	8
HO002	3	3	3	9
HO002	3	3	4	11
HO002	3	3	5	13
HO002	4	1	0	9
HO002	4	1	1	13
HO002	4	1	2	11
HO002	4	1	3	12
HO002	4	1	4	14
HO002	4	1	5	10
HO002	4	2	0	1
HO002	4	2	1	1
HO002	4	2	2	2
HO002	4	2	3	14
HO002	4	2	4	14
HO002	4	2	5	15
HO002	4	3	0	7
HO002	4	3	1	5
HO002	4	3	2	3
HO002	4	3	3	4
HO002	4	3	4	6
HO002	4	3	5	8
HO003	2	1	0	15
HO003	2	1	1	19
HO003	2	1	2	17
HO003	2	1	3	19
HO003	2	1	4	21
HO003	2	1	5	17
HO003	2	2	0	7
HO003	2	2	1	1
HO003	2	2	2	9
HO003	2	2	3	20
HO003	2	2	4	14
HO003	2	2	5	22
HO003	2	3	0	13
HO003	2	3	1	11
HO003	2	3	2	9
HO003	2	3	3	11
HO003	2	3	4	13
HO003	2	3	5	15
HO003	3	1	0	12
HO003	3	1	1	16
HO003	3	1	2	14
HO003	3	1	3	16
HO003	3	1	4	18
HO003	3	1	5	14
HO003	3	2	0	4
HO003	3	2	1	1
HO003	3	2	2	6
HO003	3	2	3	17
HO003	3	2	4	14
HO003	3	2	5	19
HO003	3	3	0	10
HO003	3	3	1	8
HO003	3	3	2	6
HO003	3	3	3	8
HO003	3	3	4	10
HO003	3	3	5	12
HO003	4	1	0	11
HO003	4	1	1	15
HO003	4	1	2	13
HO003	4	1	3	14
HO003	4	1	4	16
HO003	4	1	5	12
HO003	4	2	0	3
HO003	4	2	1	1
HO003	4	2	2	4
HO003	4	2	3	16
HO003	4	2	4	14
HO003	4	2	5	17
HO003	4	3	0	9
HO003	4	3	1	7
HO003	4	3	2	5
HO003	4	3	3	6
HO003	4	3	4	8
HO003	4	3	5	10
HO004	1	1	0	13
HO004	1	1	1	17
HO004	1	1	2	15
HO004	1	1	3	13
HO004	1	1	4	15
HO004	1	1	5	11
HO004	1	2	0	5
HO004	1	2	1	0
HO004	1	2	2	3
HO004	1	2	3	18
HO004	1	2	4	13
HO004	1	2	5	16
HO004	1	3	0	12
HO004	1	3	1	10
HO004	1	3	2	8
HO004	1	3	3	6
HO004	1	3	4	8
HO004	1	3	5	10
HO004	2	1	0	16
HO004	2	1	1	20
HO004	2	1	2	18
HO004	2	1	3	16
HO004	2	1	4	18
HO004	2	1	5	14
HO004	2	2	0	8
HO004	2	2	1	0
HO004	2	2	2	6
HO004	2	2	3	21
HO004	2	2	4	13
HO004	2	2	5	19
HO004	2	3	0	15
HO004	2	3	1	13
HO004	2	3	2	11
HO004	2	3	3	9
HO004	2	3	4	11
HO004	2	3	5	13
HO004	3	1	0	17
HO004	3	1	1	21
HO004	3	1	2	19
HO004	3	1	3	18
HO004	3	1	4	20
HO004	3	1	5	16
HO004	3	2	0	9
HO004	3	2	1	0
HO004	3	2	2	8
HO004	3	2	3	22
HO004	3	2	4	13
HO004	3	2	5	21
HO004	3	3	0	16
HO004	3	3	1	14
HO004	3	3	2	12
HO004	3	3	3	11
HO004	3	3	4	13
HO004	3	3	5	15
HO005	1	1	0	10
HO005	1	1	1	14
HO005	1	1	2	12
HO005	1	1	3	10
HO005	1	1	4	12
HO005	1	1	5	8
HO005	1	2	0	2
HO005	1	2	1	0
HO005	1	2	2	0
HO005	1	2	3	15
HO005	1	2	4	13
HO005	1	2	5	13
HO005	1	3	0	9
HO005	1	3	1	7
HO005	1	3	2	5
HO005	1	3	3	3
HO005	1	3	4	5
HO005	1	3	5	7
HO005	2	1	0	13
HO005	2	1	1	17
HO005	2	1	2	15
HO005	2	1	3	14
HO005	2	1	4	16
HO005	2	1	5	12
HO005	2	2	0	7
HO005	2	2	1	0
HO005	2	2	2	4
HO005	2	2	3	18
HO005	2	2	4	13
HO005	2	2	5	17
HO005	2	3	0	12
HO005	2	3	1	10
HO005	2	3	2	8
HO005	2	3	3	7
HO005	2	3	4	9
HO005	2	3	5	11
HO005	3	1	0	16
HO005	3	1	1	20
HO005	3	1	2	18
HO005	3	1	3	17
HO005	3	1	4	19
HO005	3	1	5	15
HO005	3	2	0	8
HO005	3	2	1	0
HO005	3	2	2	7
HO005	3	2	3	21
HO005	3	2	4	13
HO005	3	2	5	20
HO005	3	3	0	15
HO005	3	3	1	13
HO005	3	3	2	11
HO005	3	3	3	10
HO005	3	3	4	12
HO005	3	3	5	14
HO006	2	1	0	16
HO006	2	1	1	20
HO006	2	1	2	18
HO006	2	1	3	18
HO006	2	1	4	20
HO006	2	1	5	16
HO006	2	2	0	6
HO006	2	2	1	1
HO006	2	2	2	8
HO006	2	2	3	21
HO006	2	2	4	14
HO006	2	2	5	21
HO006	2	3	0	14
HO006	2	3	1	12
HO006	2	3	2	10
HO006	2	3	3	10
HO006	2	3	4	12
HO006	2	3	5	14
HO006	3	1	0	12
HO006	3	1	1	16
HO006	3	1	2	14
HO006	3	1	3	15
HO006	3	1	4	17
HO006	3	1	5	13
HO006	3	2	0	4
HO006	3	2	1	1
HO006	3	2	2	4
HO006	3	2	3	17
HO006	3	2	4	14
HO006	3	2	5	18
HO006	3	3	0	10
HO006	3	3	1	8
HO006	3	3	2	6
HO006	3	3	3	7
HO006	3	3	4	9
HO006	3	3	5	11
HO006	4	1	0	8
HO006	4	1	1	12
HO006	4	1	2	10
HO006	4	1	3	12
HO006	4	1	4	14
HO006	4	1	5	10
HO006	4	2	0	0
HO006	4	2	1	1
HO006	4	2	2	2
HO006	4	2	3	13
HO006	4	2	4	14
HO006	4	2	5	15
HO006	4	3	0	6
HO006	4	3	1	4
HO006	4	3	2	2
HO006	4	3	3	4
HO006	4	3	4	6
HO006	4	3	5	8
HO007	2	1	0	18
HO007	2	1	1	22
HO007	2	1	2	20
HO007	2	1	3	21
HO007	2	1	4	23
HO007	2	1	5	19
HO007	2	2	0	10
HO007	2	2	1	1
HO007	2	2	2	11
HO007	2	2	3	21
HO007	2	2	4	14
HO007	2	2	5	23
HO007	2	3	0	16
HO007	2	3	1	14
HO007	2	3	2	14
HO007	2	3	3	13
HO007	2	3	4	15
HO007	2	3	5	17
HO007	3	1	0	15
HO007	3	1	1	19
HO007	3	1	2	17
HO007	3	1	3	18
HO007	3	1	4	20
HO007	3	1	5	14
HO007	3	2	0	7
HO007	3	2	1	1
HO007	3	2	2	8
HO007	3	2	3	20
HO007	3	2	4	14
HO007	3	2	5	21
HO007	3	3	0	13
HO007	3	3	1	11
HO007	3	3	2	9
HO007	3	3	3	10
HO007	3	3	4	12
HO007	3	3	5	14
HO007	4	1	0	13
HO007	4	1	1	17
HO007	4	1	2	15
HO007	4	1	3	17
HO007	4	1	4	20
HO007	4	1	5	15
HO007	4	2	0	5
HO007	4	2	1	1
HO007	4	2	2	7
HO007	4	2	3	18
HO007	4	2	4	14
HO007	4	2	5	20
HO007	4	3	0	11
